,abstract,author,download_number,field,foundation,issue,keyword,number,organization,page,page_number,size,title,year
1244,"抗震设计思路要赋予结构以必要的非弹性变形的能力,使结构能够承受一定能量区间地震的作用。中国抗震设计规范采用多遇地震作为建筑结构截面设计的依据,考虑各类结构的延性,对不同的结构取相同影响系数C,一定程度上忽视R-μ基本准则。",['李友彬'],32,['建筑科学与工程'],[],1,"['抗震设计基本思路', 'R-μ基本准则', '规范']",31,['贵州大学土木建筑工程学院'],126-128,3,74K,中国抗震规范中R-μ关系探析,2011
1245,"用热重法建立一种分析电石渣固硫性能的方法。通过分析电石渣的固硫机理,利用煤燃烧、电石渣热分解和电石渣与煤混合试样的TG曲线计算生成电石渣固硫反应TG曲线,同时通过各试样残留质量间的关系计算出了不同钙硫摩尔比电石渣的固硫效率。结果表明:三种实验条件下,钙硫摩尔比为1.5时,电石渣固硫效果最好。","['龚德鸿', '韦佳钰', '张健', '任慧琴', '穆金琴']",140,['环境科学与资源利用'],"['教育部春晖计划项目(Z2006-1-52018)', '贵州省烟草专卖局基金项目(200927)']",1,"['热重法', '电石渣', '固硫']",32,['贵州大学电气工程学院'],129-131+140,4,236K,用热重法分析电石渣的固硫性能,2011
1246,"对贵州晴隆大厂锑矿矿区周围土壤中重金属的总量和化学形态进行了详细研究。研究结果表明,该矿区周围土壤综合污染指数为23.32,周边土壤已受严重污染,矿山周围土壤重金属含量依次为Zn>Sb>Pb>B i>Cu>As>Cr>N i>Cd;该矿区重金属污染物的化学形态总的分布趋势为可交换态<可还原态<可氧化态<残渣态,因此,总体来说还是相对比较稳定的,但由于样品中As、Zn、Cu、Pb元素的含量较高,随着外界环境条件的变化,其对生态环境的影响仍不能忽视;矿区周围土壤中As、Zn、Cu、Pb等重金属污染元素与其他重金属全量间相关性较好,污染来源基本相同。其主要原因可能来源于成土过程、矿物的伴生及其转化等自然过程和矿石的开采及运输、大气降尘等过程。","['单晓燕', '胥思勤']",371,['环境科学与资源利用'],"['贵州省科学技术基金资助项目(黔科合J字[2008]2029号)', '喀斯特环境与地质灾害防治教育部重点实验室(贵州大学)开放基金']",1,"['矿区', '重金属污染', '化学形态']",33,"['贵州大学喀斯特环境与地质灾害防治教育部重点实验室', '贵州大学资源与环境工程学院']",132-135,4,322K,贵州晴隆大厂锑矿区周围土壤重金属污染状况的分析与评价,2011
1247,"本文根据方形梁碰撞变形理论及仿真试验,研究了方形梁碰撞变形的影响因素,确定了台车碰撞试验中方形梁缓冲吸能装置的尺寸及组合。",['杨华'],37,['汽车工业'],[],1,"['方形梁', '碰撞', '缓冲吸能装置']",34,['遵义职业技术学院'],136-140,5,640K,方形梁碰撞仿真及试验应用研究,2011
1248,"对p5阶群中的Φ8族群进行推广,得到有限p-群的一个无限类,给出它的若干性质,并在此基础上构造出一类新的LA-群。","['班桂宁', '李芳芳', '刘惠', '佘科']",22,['数学'],"['国家自然科学基金(60574052)', '广西自然科学基金(桂科自0832054)']",6,"['有限p-群', '自同构群', '自由群', '定义关系', 'LA-群', '阶']",2,['广西大学数学与信息科学学院'],1月4日,4,178K,一类基于p~5阶群的LA-群,2010
1249,"本文利用Ben-Tal广义代数运算,定义了一类(h,φ)-ρ不变凸函数,研究了涉及此类函数的半无限规划,讨论了不完全Lagrange函数的鞍点条件,在更弱的凸性下,得到了几个鞍点条件。","['李向有', '张庆祥']",32,['数学'],"['国家自然科学基金(60873099)', '延安大学科研基金(YDK2004-196)']",6,"['广义代数运算', '(h,φ)-ρ不变凸函数', '多目标', '不完全Lagrange函数', '鞍点']",3,['延安大学数学与计算机学院'],5-7+21,4,135K,"(h,φ)-不变凸半无限规划的鞍点",2010
1250,本文证明了γ-块严格对角占优矩阵的Schur补是γ-块严格对角占优矩阵。,"['谢苹芳', '何淦瞳']",37,['数学'],"['全国统计科学研究重点项目(2009LZ009)', '贵州国际合作项目(黔科合外G字[2010]7011)']",6,"['γ-块严格对角占优矩阵', 'Schur补', '比较矩阵']",4,['贵州大学理学院'],8月10日,3,96K,关于γ-块严格对角占优矩阵的Schur补,2010
1251,"通行能力是指道路设施所能承载交通流的能力。城市道路通行能力的研究对道路服务水平的确定、城市道路的交通管理和控制等方面起着重要的作用。本文在道路通行能力基本概念的基础上,以跟驰理论为基础,研究了单向交通路段基本通行能力(即理论通行能力),并推导出了单向交通路段基本通行能力的计算公式。","['杜家玉', '胡尧', '王登梅']",528,['公路与水路运输'],"['贵州省科技计划项目(黔科合SY[2010]3002号)', '贵州大学研究生创新基金(校研理工2010039)']",6,"['通行能力', '跟驰理论']",5,['贵州大学理学院'],11月13日,3,115K,利用跟驰理论研究单向交通路段基本通行能力,2010
1252,"应用(1/G)-展开法,并借助于计算机系统Mathematica和齐次平衡原则,获得了一类非线性发展方程新的显式精确解,其中包括一般形式的行波解、扭状正则孤立波解和奇异孤立波解。","['陈自高', '张愿章']",68,['数学'],"['河南省教育厅自然科学基金资助(2010A110012)', '河南省科技厅自然科学基金资助(102102210216)']",6,"['(1/G)-展开法', '齐次平衡原则', '行波解', '孤立波解']",6,['华北水利水电学院数学与信息科学学院'],14-17,4,109K,一类非线性发展方程的显式精确解,2010
1253,"首先给出有限理性下非线性问题的稳定性的统一结果,然后应用统一结果,对叠合点问题定义了理性函数,讨论有限理性下叠合点问题解的稳定性。证明了大多数的叠合点问题(在Baire分类意义上)都是结构稳定的,对ε-平衡也都是鲁棒的,得到了有限理性下叠合点问题解的稳定性的一系列结论。",['张德金'],30,['数学'],['贵州大学研究生创新基金(理工2010040)'],6,"['有限理性', '叠合点问题', '稳定性']",7,['贵州大学理学院'],18-21,4,122K,有限理性下叠合点问题的稳定性,2010
1254,"结合齐次平衡原理,运用F-展开方法,借助计算机代数系统Mathematica研究了一类Klein-Gordon-Zakharov方程组的一系列新精确周期解。在极限情况下,获得了多组孤立波解以及三角函数解。该方法也可以用来求解其它的非线性发展方程。",['曹瑞'],32,['数学'],['菏泽学院科学研究基金资助项目(XY07SX01)'],6,"['Klein-Gordon-Zakharov方程', 'F-展开方法', '周期解', '孤立波解']",8,['菏泽学院数学系'],22-24+32,4,138K,耦合Klein-Gordon-Zakharov方程组的新精确解,2010
